date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:21:25	157130/157130	---M-Z	200	added ('OK')	text/html	etag:%22265ca-699ce8fd-abca013a730bf161;gz%22	https://redressright.me/CPSA.html	D:/Program%20Files/mysites/RipSites/redressright.me/CPSA.html	(from https://redressright.me/)
19:21:25	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20May%202026%2023:21:22%20GMT	http://redressright.me/PORG.html	D:/Program%20Files/mysites/RipSites/redressright.me/PORG.html	(from https://redressright.me/)
19:21:26	85411/85411	---M-Z	200	added ('OK')	text/html	etag:%2214da3-699ce8fb-4b114fe575043ff4;gz%22	https://redressright.me/PORG.html	D:/Program%20Files/mysites/RipSites/redressright.me/PORG.html	(from https://redressright.me/)
19:21:26	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20May%202026%2023:21:22%20GMT	http://redressright.me/TRCF.html	D:/Program%20Files/mysites/RipSites/redressright.me/TRCF.html	(from https://redressright.me/)
19:21:27	186814/186814	---M-Z	200	added ('OK')	text/html	etag:%222d9be-699ce8fd-546e160172ef728a;gz%22	https://redressright.me/TRCF.html	D:/Program%20Files/mysites/RipSites/redressright.me/TRCF.html	(from https://redressright.me/)
19:21:28	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20May%202026%2023:21:23%20GMT	http://redressright.me/DIBE.html	D:/Program%20Files/mysites/RipSites/redressright.me/DIBE.html	(from https://redressright.me/)
19:21:28	82797/82797	---M-Z	200	added ('OK')	text/html	etag:%221436d-699ce8f9-15535ca97e44be2f;gz%22	https://redressright.me/DIBE.html	D:/Program%20Files/mysites/RipSites/redressright.me/DIBE.html	(from https://redressright.me/)
19:21:28	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20May%202026%2023:21:25%20GMT	http://redressright.me/CCSN.html	D:/Program%20Files/mysites/RipSites/redressright.me/CCSN.html	(from https://redressright.me/)
19:21:28	211896/211896	---M-Z	200	added ('OK')	text/html	etag:%2233bb8-699ce8f7-93e13ad53b96ac67;gz%22	https://redressright.me/CCSN.html	D:/Program%20Files/mysites/RipSites/redressright.me/CCSN.html	(from https://redressright.me/)
19:21:30	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20May%202026%2023:21:25%20GMT	http://redressright.me/EEEJ.html	D:/Program%20Files/mysites/RipSites/redressright.me/EEEJ.html	(from https://redressright.me/)
19:21:30	49489/49489	---M-Z	200	added ('OK')	text/html	etag:%22c151-699ce8f6-28714441db93cdde;gz%22	https://redressright.me/EEEJ.html	D:/Program%20Files/mysites/RipSites/redressright.me/EEEJ.html	(from https://redressright.me/)
19:21:30	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20May%202026%2023:21:27%20GMT	http://redressright.me/FDRF.html	D:/Program%20Files/mysites/RipSites/redressright.me/FDRF.html	(from https://redressright.me/)
19:21:31	53412/53412	---M-Z	200	added ('OK')	text/html	etag:%22d0a4-699ce8f8-8bd0d0af76628250;gz%22	https://redressright.me/FDRF.html	D:/Program%20Files/mysites/RipSites/redressright.me/FDRF.html	(from https://redressright.me/)
19:21:31	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20May%202026%2023:21:27%20GMT	http://redressright.me/At-PAR.html	D:/Program%20Files/mysites/RipSites/redressright.me/At-PAR.html	(from https://redressright.me/)
19:21:31	262132/262132	---M-Z	200	added ('OK')	text/html	etag:%223fff4-699ce8fa-bbbe415bf66caf14;gz%22	https://redressright.me/At-PAR.html	D:/Program%20Files/mysites/RipSites/redressright.me/At-PAR.html	(from https://redressright.me/)
19:21:32	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20May%202026%2023:21:28%20GMT	http://redressright.me/Agent.html	D:/Program%20Files/mysites/RipSites/redressright.me/Agent.html	(from https://redressright.me/)
19:21:35	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20May%202026%2023:21:29%20GMT	http://redressright.me/huma.html	D:/Program%20Files/mysites/RipSites/redressright.me/huma.html	(from https://redressright.me/)
19:21:35	4014843/4014843	---M-Z	200	added ('OK')	text/html	etag:%223d42fb-69f1265f-486c3f0adf9846ec;gz%22	https://redressright.me/Agent.html	D:/Program%20Files/mysites/RipSites/redressright.me/Agent.html	(from https://redressright.me/)
19:21:36	25194/25194	---M-Z	200	added ('OK')	text/html	etag:%22626a-699ce8f6-8b160fa1f9ca5c8a;gz%22	https://redressright.me/huma.html	D:/Program%20Files/mysites/RipSites/redressright.me/huma.html	(from https://redressright.me/)
19:21:36	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20May%202026%2023:21:32%20GMT	http://redressright.me/Terms.html	D:/Program%20Files/mysites/RipSites/redressright.me/Terms.html	(from https://redressright.me/)
19:21:37	63657/63657	---M-Z	200	added ('OK')	text/html	etag:%22f8a9-69fcba56-f0324d92ef35f40f;gz%22	https://redressright.me/Terms.html	D:/Program%20Files/mysites/RipSites/redressright.me/Terms.html	(from https://redressright.me/)
19:21:37	69597/69597	---M-Z	200	added ('OK')	application/javascript	etag:%2210fdd-699ce8f0-15f6c185adc5dd6;gz%22	https://redressright.me/e2zero-sypher.js	D:/Program%20Files/mysites/RipSites/redressright.me/e2zero-sypher.js	(from https://redressright.me/)
19:21:38	642759/642759	---M-Z	200	added ('OK')	application/javascript	etag:%22659b3133-22189%22	https://cdnjs.cloudflare.com/ajax/libs/mammoth/1.6.0/mammoth.browser.min.js	D:/Program%20Files/mysites/RipSites/cdnjs.cloudflare.com/ajax/libs/mammoth/1.6.0/mammoth.browser.min.js	(from https://redressright.me/PFR.html)
19:21:38	320004/320004	---M-Z	200	added ('OK')	application/javascript	etag:%2265107a95-15d15%22	https://cdnjs.cloudflare.com/ajax/libs/pdf.js/3.11.174/pdf.min.js	D:/Program%20Files/mysites/RipSites/cdnjs.cloudflare.com/ajax/libs/pdf.js/3.11.174/pdf.min.js	(from https://redressright.me/PFR.html)
19:21:38	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2012%20May%202026%2023:21:35%20GMT	https://cdnjs.cloudflare.com/ajax/libs/html-docx-js/0.3.1/html-docx.js	D:/Program%20Files/mysites/RipSites/cdnjs.cloudflare.com/ajax/libs/html-docx-js/0.3.1/html-docx.js	(from https://redressright.me/PFR.html)
19:21:39	364463/364463	---M-Z	200	added ('OK')	application/javascript	etag:%2261f43d69-1c721%22	https://cdnjs.cloudflare.com/ajax/libs/jspdf/2.5.1/jspdf.umd.min.js	D:/Program%20Files/mysites/RipSites/cdnjs.cloudflare.com/ajax/libs/jspdf/2.5.1/jspdf.umd.min.js	(from https://redressright.me/PFR.html)
19:21:39	198689/198689	---M-Z	200	added ('OK')	application/javascript	etag:%2261ec4640-b567%22	https://cdnjs.cloudflare.com/ajax/libs/html2canvas/1.4.1/html2canvas.min.js	D:/Program%20Files/mysites/RipSites/cdnjs.cloudflare.com/ajax/libs/html2canvas/1.4.1/html2canvas.min.js	(from https://redressright.me/PFR.html)
19:21:39	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2012%20May%202026%2023:21:36%20GMT	https://redressright.me/document.html	D:/Program%20Files/mysites/RipSites/redressright.me/document.html	(from https://redressright.me/PFR.html)
19:21:39	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2012%20May%202026%2023:21:36%20GMT	https://redressright.me/document.txt	D:/Program%20Files/mysites/RipSites/redressright.me/document.txt	(from https://redressright.me/PFR.html)
19:21:39	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2012%20May%202026%2023:21:36%20GMT	https://redressright.me/document.pdf	D:/Program%20Files/mysites/RipSites/redressright.me/document.pdf	(from https://redressright.me/PFR.html)
19:21:40	1087212/1087212	---M-Z	200	added ('OK')	application/javascript	etag:%2265107a95-4749f%22	https://cdnjs.cloudflare.com/ajax/libs/pdf.js/3.11.174/pdf.worker.min.js	D:/Program%20Files/mysites/RipSites/cdnjs.cloudflare.com/ajax/libs/pdf.js/3.11.174/pdf.worker.min.js	(from https://redressright.me/PFR.html)
19:21:41	2934019/2934019	---M-Z	200	added ('OK')	text/css	etag:W/%222cc503-cyTPK4s7rX9aC3Y3NNaHIxjV1fQ%22	https://cdn.jsdelivr.net/npm/tailwindcss@2.2.19/dist/tailwind.min.css	D:/Program%20Files/mysites/RipSites/cdn.jsdelivr.net/npm/tailwindcss@2.2.19/dist/tailwind.min.css	(from https://redressright.me/GAAP.html)
19:21:41	2749/2749	---M-Z	200	added ('OK')	application/javascript	etag:%225fb68fc1-abd%22	https://cdnjs.cloudflare.com/ajax/libs/FileSaver.js/2.0.5/FileSaver.min.js	D:/Program%20Files/mysites/RipSites/cdnjs.cloudflare.com/ajax/libs/FileSaver.js/2.0.5/FileSaver.min.js	(from https://redressright.me/GAAP.html)
19:21:41	37711/37711	---M-Z	200	added ('OK')	application/javascript	etag:%2264b10973-2d81%22	https://cdnjs.cloudflare.com/ajax/libs/jspdf-autotable/3.5.31/jspdf.plugin.autotable.min.js	D:/Program%20Files/mysites/RipSites/cdnjs.cloudflare.com/ajax/libs/jspdf-autotable/3.5.31/jspdf.plugin.autotable.min.js	(from https://redressright.me/GAAP.html)
19:21:42	21496/21496	---M-Z	200	added ('OK')	application/javascript	etag:%226687f125-20d5%22	https://cdnjs.cloudflare.com/ajax/libs/dompurify/3.1.6/purify.min.js	D:/Program%20Files/mysites/RipSites/cdnjs.cloudflare.com/ajax/libs/dompurify/3.1.6/purify.min.js	(from https://redressright.me/GAAP.html)
19:21:45	102641/102641	---M-Z	200	added ('OK')	text/css	etag:%2265692999-5512%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.5.1/css/all.min.css	D:/Program%20Files/mysites/RipSites/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.5.1/css/all.min.css	(from https://redressright.me/CLMP.html)
19:21:45	29173/29173	---M--	200	added ('OK')	text/javascript	date:Tue,%2005%20Dec%202023%2020:54:30%20GMT	https://www.gstatic.com/firebasejs/10.7.1/firebase-app-compat.js	D:/Program%20Files/mysites/RipSites/www.gstatic.com/firebasejs/10.7.1/firebase-app-compat.js	(from https://redressright.me/CLMP.html)
19:21:45	339990/339990	---M--	200	added ('OK')	text/javascript	date:Tue,%2005%20Dec%202023%2020:54:35%20GMT	https://www.gstatic.com/firebasejs/10.7.1/firebase-firestore-compat.js	D:/Program%20Files/mysites/RipSites/www.gstatic.com/firebasejs/10.7.1/firebase-firestore-compat.js	(from https://redressright.me/CLMP.html)
19:21:46	506/506	---M-Z	200	added ('OK')	application/javascript	etag:%221fa-699f6aa0-6552dd5568cb7df1;gz%22	https://redressright.me/firebase-config.js	D:/Program%20Files/mysites/RipSites/redressright.me/firebase-config.js	(from https://redressright.me/CLMP.html)
19:21:46	13086/13086	---M-Z	200	added ('OK')	application/javascript	etag:%22331e-699c8221-db4bdfff56da8d00;gz%22	https://redressright.me/shared-toolbar.js	D:/Program%20Files/mysites/RipSites/redressright.me/shared-toolbar.js	(from https://redressright.me/CLMP.html)
19:21:56	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2012%20May%202026%2023:21:53%20GMT	https://redressright.me/OC_APIFY_CONSOLE_URL	D:/Program%20Files/mysites/RipSites/redressright.me/OC_APIFY_CONSOLE_URL.31.delayed	(from https://redressright.me/Agent.html)
19:21:56	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2012%20May%202026%2023:21:53%20GMT	https://redressright.me/url	D:/Program%20Files/mysites/RipSites/redressright.me/url	(from https://redressright.me/Agent.html)
19:21:56	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2012%20May%202026%2023:21:53%20GMT	https://redressright.me/rawUrl	D:/Program%20Files/mysites/RipSites/redressright.me/rawUrl	(from https://redressright.me/Agent.html)
19:21:57	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2012%20May%202026%2023:21:54%20GMT	https://redressright.me/[Gmail]/	D:/Program%20Files/mysites/RipSites/redressright.me/[Gmail]/index.html	(from https://redressright.me/Agent.html)
19:21:57	64583/64583	---M-Z	200	added ('OK')	text/html	etag:%22fc47-699ce8f9-9fb65058e76a52a7;gz%22	https://redressright.me/index.html	D:/Program%20Files/mysites/RipSites/redressright.me/index-2.html	(from https://redressright.me/Terms.html)
